year,event,code,title,categories,hardware_hints,source,source_path,source_url
2017,national,A,微电网模拟系统,power-electronics,general-embedded,nuedc-topic,2017/A_微电网模拟系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/A_%E5%BE%AE%E7%94%B5%E7%BD%91%E6%A8%A1%E6%8B%9F%E7%B3%BB%E7%BB%9F.pdf
2017,national,B,滚球控制系统,control-robotics,mechanical-system,nuedc-topic,2017/B_滚球控制系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/B_%E6%BB%9A%E7%90%83%E6%8E%A7%E5%88%B6%E7%B3%BB%E7%BB%9F.pdf
2017,national,C,四旋翼自主飞行器探测跟踪系统,control-robotics,motor-drive;mechanical-system,nuedc-topic,2017/C_四旋翼自主飞行器探测跟踪系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/C_%E5%9B%9B%E6%97%8B%E7%BF%BC%E8%87%AA%E4%B8%BB%E9%A3%9E%E8%A1%8C%E5%99%A8%E6%8E%A2%E6%B5%8B%E8%B7%9F%E8%B8%AA%E7%B3%BB%E7%BB%9F.pdf
2017,national,E,自适应滤波器,power-electronics;analog-rf,general-embedded,nuedc-topic,2017/E_自适应滤波器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/E_%E8%87%AA%E9%80%82%E5%BA%94%E6%BB%A4%E6%B3%A2%E5%99%A8.pdf
2017,national,F,调幅信号处理实验电路,integrated-system,rf-front-end,nuedc-topic,2017/F_调幅信号处理实验电路.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/F_%E8%B0%83%E5%B9%85%E4%BF%A1%E5%8F%B7%E5%A4%84%E7%90%86%E5%AE%9E%E9%AA%8C%E7%94%B5%E8%B7%AF.pdf
2017,national,H,远程幅频特性测试装置,integrated-system,general-embedded,nuedc-topic,2017/H_远程幅频特性测试装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/H_%E8%BF%9C%E7%A8%8B%E5%B9%85%E9%A2%91%E7%89%B9%E6%80%A7%E6%B5%8B%E8%AF%95%E8%A3%85%E7%BD%AE.pdf
2017,national,I,可见光室内定位装置,communications-network,general-embedded,nuedc-topic,2017/I_可见光室内定位装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/I_%E5%8F%AF%E8%A7%81%E5%85%89%E5%AE%A4%E5%86%85%E5%AE%9A%E4%BD%8D%E8%A3%85%E7%BD%AE.pdf
2017,national,K,单相用电器分析监测装置,sensing-vision-ai,general-embedded,nuedc-topic,2017/K_单相用电器分析监测装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/K_%E5%8D%95%E7%9B%B8%E7%94%A8%E7%94%B5%E5%99%A8%E5%88%86%E6%9E%90%E7%9B%91%E6%B5%8B%E8%A3%85%E7%BD%AE.pdf
2017,national,L,自动泊车系统,control-robotics,general-embedded,nuedc-topic,2017/L_自动泊车系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/L_%E8%87%AA%E5%8A%A8%E6%B3%8A%E8%BD%A6%E7%B3%BB%E7%BB%9F.pdf
2017,national,M,管道内钢珠运动测量装置,instrumentation,precision-analog,nuedc-topic,2017/M_管道内钢珠运动测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/M_%E7%AE%A1%E9%81%93%E5%86%85%E9%92%A2%E7%8F%A0%E8%BF%90%E5%8A%A8%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2017,national,O,直流电动机测速装置,integrated-system,general-embedded,nuedc-topic,2017/O_直流电动机测速装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/O_%E7%9B%B4%E6%B5%81%E7%94%B5%E5%8A%A8%E6%9C%BA%E6%B5%8B%E9%80%9F%E8%A3%85%E7%BD%AE.pdf
2017,national,P,简易水情检测系统,instrumentation;biomedical-environmental,general-embedded,nuedc-topic,2017/P_简易水情检测系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2017/P_%E7%AE%80%E6%98%93%E6%B0%B4%E6%83%85%E6%A3%80%E6%B5%8B%E7%B3%BB%E7%BB%9F.pdf
2018,national,A,电流信号检测装置,instrumentation,general-embedded,nuedc-topic,2018/A_电流信号检测装置.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/A_%E7%94%B5%E6%B5%81%E4%BF%A1%E5%8F%B7%E6%A3%80%E6%B5%8B%E8%A3%85%E7%BD%AE.docx
2018,national,B,灭火飞行器,control-robotics,motor-drive;mechanical-system,nuedc-topic,2018/B_灭火飞行器.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/B_%E7%81%AD%E7%81%AB%E9%A3%9E%E8%A1%8C%E5%99%A8.docx
2018,national,C,无线充电电动小车,power-electronics;control-robotics;communications-network,power-stage;motor-drive;rf-front-end;mechanical-system,nuedc-topic,2018/C_无线充电电动小车.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/C_%E6%97%A0%E7%BA%BF%E5%85%85%E7%94%B5%E7%94%B5%E5%8A%A8%E5%B0%8F%E8%BD%A6.docx
2018,national,D,手势识别,sensing-vision-ai,vision-compute,nuedc-topic,2018/D_手势识别.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/D_%E6%89%8B%E5%8A%BF%E8%AF%86%E5%88%AB.docx
2018,national,E,能量回收装置,integrated-system,general-embedded,nuedc-topic,2018/E_能量回收装置.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/E_%E8%83%BD%E9%87%8F%E5%9B%9E%E6%94%B6%E8%A3%85%E7%BD%AE.docx
2018,national,F,无线话筒扩音系统,communications-network,rf-front-end;audio-chain,nuedc-topic,2018/F_无线话筒扩音系统.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/F_%E6%97%A0%E7%BA%BF%E8%AF%9D%E7%AD%92%E6%89%A9%E9%9F%B3%E7%B3%BB%E7%BB%9F.docx
2018,national,G,简易数字信号时序分析装置,digital-systems-fpga,general-embedded,nuedc-topic,2018/G_简易数字信号时序分析装置.doc,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/G_%E7%AE%80%E6%98%93%E6%95%B0%E5%AD%97%E4%BF%A1%E5%8F%B7%E6%97%B6%E5%BA%8F%E5%88%86%E6%9E%90%E8%A3%85%E7%BD%AE.doc
2018,national,H,简易功率测量装置,power-electronics;instrumentation,precision-analog,nuedc-topic,2018/H_简易功率测量装置.docx,https://github.com/CCBP/NUEDC_Topic/blob/main/2018/H_%E7%AE%80%E6%98%93%E5%8A%9F%E7%8E%87%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.docx
2019,national,A,电动小车动态无线充电系统,power-electronics;control-robotics;communications-network,power-stage;motor-drive;rf-front-end;mechanical-system,nuedc-topic,2019/A_电动小车动态无线充电系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/A_%E7%94%B5%E5%8A%A8%E5%B0%8F%E8%BD%A6%E5%8A%A8%E6%80%81%E6%97%A0%E7%BA%BF%E5%85%85%E7%94%B5%E7%B3%BB%E7%BB%9F.pdf
2019,national,B,巡线机器人,control-robotics,motor-drive;mechanical-system,nuedc-topic,2019/B_巡线机器人.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/B_%E5%B7%A1%E7%BA%BF%E6%9C%BA%E5%99%A8%E4%BA%BA.pdf
2019,national,C,线路负载及故障检测装置,power-electronics;instrumentation,power-stage,nuedc-topic,2019/C_线路负载及故障检测装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/C_%E7%BA%BF%E8%B7%AF%E8%B4%9F%E8%BD%BD%E5%8F%8A%E6%95%85%E9%9A%9C%E6%A3%80%E6%B5%8B%E8%A3%85%E7%BD%AE.pdf
2019,national,D,简易电路特性测试仪,instrumentation,precision-analog,nuedc-topic,2019/D_简易电路特性测试仪.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/D_%E7%AE%80%E6%98%93%E7%94%B5%E8%B7%AF%E7%89%B9%E6%80%A7%E6%B5%8B%E8%AF%95%E4%BB%AA.pdf
2019,national,E,基于互联网的信号传输系统,communications-network,network-phy,nuedc-topic,2019/E_基于互联网的信号传输系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/E_%E5%9F%BA%E4%BA%8E%E4%BA%92%E8%81%94%E7%BD%91%E7%9A%84%E4%BF%A1%E5%8F%B7%E4%BC%A0%E8%BE%93%E7%B3%BB%E7%BB%9F.pdf
2019,national,F,纸张计数显示装置,instrumentation;sensing-vision-ai,general-embedded,nuedc-topic,2019/F_纸张计数显示装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/F_%E7%BA%B8%E5%BC%A0%E8%AE%A1%E6%95%B0%E6%98%BE%E7%A4%BA%E8%A3%85%E7%BD%AE.pdf
2019,national,G,双路语音同传的无线收发系统,communications-network,rf-front-end;audio-chain,nuedc-topic,2019/G_双路语音同传的无线收发系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/G_%E5%8F%8C%E8%B7%AF%E8%AF%AD%E9%9F%B3%E5%90%8C%E4%BC%A0%E7%9A%84%E6%97%A0%E7%BA%BF%E6%94%B6%E5%8F%91%E7%B3%BB%E7%BB%9F.pdf
2019,national,H,模拟电磁曲射炮,integrated-system,general-embedded,nuedc-topic,2019/H_模拟电磁曲射炮.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/H_%E6%A8%A1%E6%8B%9F%E7%94%B5%E7%A3%81%E6%9B%B2%E5%B0%84%E7%82%AE.pdf
2019,national,I,LED线阵显示装置,digital-systems-fpga,general-embedded,nuedc-topic,2019/I_LED线阵显示装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/I_LED%E7%BA%BF%E9%98%B5%E6%98%BE%E7%A4%BA%E8%A3%85%E7%BD%AE.pdf
2019,national,J,模拟电磁曲射炮,integrated-system,general-embedded,nuedc-topic,2019/J_模拟电磁曲射炮.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/J_%E6%A8%A1%E6%8B%9F%E7%94%B5%E7%A3%81%E6%9B%B2%E5%B0%84%E7%82%AE.pdf
2019,national,K,简易多功能液体容器,sensing-vision-ai,general-embedded,nuedc-topic,2019/K_简易多功能液体容器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2019/K_%E7%AE%80%E6%98%93%E5%A4%9A%E5%8A%9F%E8%83%BD%E6%B6%B2%E4%BD%93%E5%AE%B9%E5%99%A8.pdf
2020,national,A,无线运动传感器节点设计,communications-network,rf-front-end,nuedc-topic,2020/A_无线运动传感器节点设计.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/A_%E6%97%A0%E7%BA%BF%E8%BF%90%E5%8A%A8%E4%BC%A0%E6%84%9F%E5%99%A8%E8%8A%82%E7%82%B9%E8%AE%BE%E8%AE%A1.pdf
2020,national,B,单相在线式不间断电源,power-electronics,power-stage,nuedc-topic,2020/B_单相在线式不间断电源.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/B_%E5%8D%95%E7%9B%B8%E5%9C%A8%E7%BA%BF%E5%BC%8F%E4%B8%8D%E9%97%B4%E6%96%AD%E7%94%B5%E6%BA%90.pdf
2020,national,C,坡道行驶电动小车,control-robotics,motor-drive;mechanical-system,nuedc-topic,2020/C_坡道行驶电动小车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/C_%E5%9D%A1%E9%81%93%E8%A1%8C%E9%A9%B6%E7%94%B5%E5%8A%A8%E5%B0%8F%E8%BD%A6.pdf
2020,national,D,绕障飞行器,control-robotics,motor-drive;mechanical-system,nuedc-topic,2020/D_绕障飞行器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/D_%E7%BB%95%E9%9A%9C%E9%A3%9E%E8%A1%8C%E5%99%A8.pdf
2020,national,E,放大器非线性失真研究装置,analog-rf,general-embedded,nuedc-topic,2020/E_ 放大器非线性失真研究装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/E_%20%E6%94%BE%E5%A4%A7%E5%99%A8%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%A4%B1%E7%9C%9F%E7%A0%94%E7%A9%B6%E8%A3%85%E7%BD%AE.pdf
2020,national,F,简易无接触温度测量与身份识别装置,instrumentation;sensing-vision-ai,precision-analog;vision-compute,nuedc-topic,2020/F_简易无接触温度测量与身份识别装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/F_%E7%AE%80%E6%98%93%E6%97%A0%E6%8E%A5%E8%A7%A6%E6%B8%A9%E5%BA%A6%E6%B5%8B%E9%87%8F%E4%B8%8E%E8%BA%AB%E4%BB%BD%E8%AF%86%E5%88%AB%E8%A3%85%E7%BD%AE.pdf
2020,national,G,非接触物体尺寸形态测量,instrumentation;sensing-vision-ai,precision-analog,nuedc-topic,2020/G_非接触物体尺寸形态测量.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2020/G_%E9%9D%9E%E6%8E%A5%E8%A7%A6%E7%89%A9%E4%BD%93%E5%B0%BA%E5%AF%B8%E5%BD%A2%E6%80%81%E6%B5%8B%E9%87%8F.pdf
2021,national,A,信号失真度测量装置,analog-rf;instrumentation,precision-analog,nuedc-topic,2021/A_信号失真度测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/A_%E4%BF%A1%E5%8F%B7%E5%A4%B1%E7%9C%9F%E5%BA%A6%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2021,national,B,三相AC-DC变换电路,power-electronics,power-stage,nuedc-topic,2021/B_三相AC-DC变换电路.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/B_%E4%B8%89%E7%9B%B8AC-DC%E5%8F%98%E6%8D%A2%E7%94%B5%E8%B7%AF.pdf
2021,national,C,三端口DC-DC变换器,power-electronics,power-stage,nuedc-topic,2021/C_三端口DC-DC变换器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/C_%E4%B8%89%E7%AB%AF%E5%8F%A3DC-DC%E5%8F%98%E6%8D%A2%E5%99%A8.pdf
2021,national,D,基于互联网的摄像测量系统,instrumentation;sensing-vision-ai,precision-analog;vision-compute;network-phy,nuedc-topic,2021/D_基于互联网的摄像测量系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/D_%E5%9F%BA%E4%BA%8E%E4%BA%92%E8%81%94%E7%BD%91%E7%9A%84%E6%91%84%E5%83%8F%E6%B5%8B%E9%87%8F%E7%B3%BB%E7%BB%9F.pdf
2021,national,E,数字-模拟信号混合传输收发机,communications-network,general-embedded,nuedc-topic,2021/E_数字-模拟信号混合传输收发机.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/E_%E6%95%B0%E5%AD%97-%E6%A8%A1%E6%8B%9F%E4%BF%A1%E5%8F%B7%E6%B7%B7%E5%90%88%E4%BC%A0%E8%BE%93%E6%94%B6%E5%8F%91%E6%9C%BA.pdf
2021,national,F,智能送药小车,control-robotics;biomedical-environmental,motor-drive;mechanical-system,nuedc-topic,2021/F_智能送药小车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/F_%E6%99%BA%E8%83%BD%E9%80%81%E8%8D%AF%E5%B0%8F%E8%BD%A6.pdf
2021,national,G,植保飞行器,control-robotics;biomedical-environmental,motor-drive;mechanical-system,nuedc-topic,2021/G_植保飞行器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/G_%E6%A4%8D%E4%BF%9D%E9%A3%9E%E8%A1%8C%E5%99%A8.pdf
2021,national,H,用电器分析识别装置,sensing-vision-ai,vision-compute,nuedc-topic,2021/H_用电器分析识别装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/H_%E7%94%A8%E7%94%B5%E5%99%A8%E5%88%86%E6%9E%90%E8%AF%86%E5%88%AB%E8%A3%85%E7%BD%AE.pdf
2021,national,I,具有发电功能的储能小车,power-electronics;control-robotics,motor-drive;mechanical-system,nuedc-topic,2021/I_具有发电功能的储能小车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/I_%E5%85%B7%E6%9C%89%E5%8F%91%E7%94%B5%E5%8A%9F%E8%83%BD%E7%9A%84%E5%82%A8%E8%83%BD%E5%B0%8F%E8%BD%A6.pdf
2021,national,J,周期信号波形识别及参数测量装置,instrumentation;sensing-vision-ai,precision-analog;high-speed-sampling;vision-compute,nuedc-topic,2021/J_周期信号波形识别及参数测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/J_%E5%91%A8%E6%9C%9F%E4%BF%A1%E5%8F%B7%E6%B3%A2%E5%BD%A2%E8%AF%86%E5%88%AB%E5%8F%8A%E5%8F%82%E6%95%B0%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2021,national,K,照度稳定可调LED台灯,integrated-system,general-embedded,nuedc-topic,2021/K_照度稳定可调LED台灯.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2021/K_%E7%85%A7%E5%BA%A6%E7%A8%B3%E5%AE%9A%E5%8F%AF%E8%B0%83LED%E5%8F%B0%E7%81%AF.pdf
2022,national-july,A,单相交流电子负载,power-electronics,power-stage,nuedc-topic,2022/7月/A_单相交流电子负载.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/A_%E5%8D%95%E7%9B%B8%E4%BA%A4%E6%B5%81%E7%94%B5%E5%AD%90%E8%B4%9F%E8%BD%BD.pdf
2022,national-july,B,送货无人机,control-robotics,general-embedded,nuedc-topic,2022/7月/B_送货无人机.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/B_%E9%80%81%E8%B4%A7%E6%97%A0%E4%BA%BA%E6%9C%BA.pdf
2022,national-july,C,小车跟随行驶系统,control-robotics,motor-drive;mechanical-system,nuedc-topic,2022/7月/C_小车跟随行驶系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/C_%E5%B0%8F%E8%BD%A6%E8%B7%9F%E9%9A%8F%E8%A1%8C%E9%A9%B6%E7%B3%BB%E7%BB%9F.pdf
2022,national-july,D,混沌信号发生器,analog-rf,general-embedded,nuedc-topic,2022/7月/D_混沌信号发生器.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/D_%E6%B7%B7%E6%B2%8C%E4%BF%A1%E5%8F%B7%E5%8F%91%E7%94%9F%E5%99%A8.pdf
2022,national-july,E,声源定位跟踪系统,control-robotics;communications-network;sensing-vision-ai,audio-chain,nuedc-topic,2022/7月/E_声源定位跟踪系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/E_%E5%A3%B0%E6%BA%90%E5%AE%9A%E4%BD%8D%E8%B7%9F%E8%B8%AA%E7%B3%BB%E7%BB%9F.pdf
2022,national-july,F,信号调制度测量装置,analog-rf;instrumentation,precision-analog;high-speed-sampling,nuedc-topic,2022/7月/F_信号调制度测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/F_%E4%BF%A1%E5%8F%B7%E8%B0%83%E5%88%B6%E5%BA%A6%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2022,national-july,G,单相交流负载模拟单元,power-electronics,power-stage,nuedc-topic,2022/7月/G_单相交流负载模拟单元.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/G_%E5%8D%95%E7%9B%B8%E4%BA%A4%E6%B5%81%E8%B4%9F%E8%BD%BD%E6%A8%A1%E6%8B%9F%E5%8D%95%E5%85%83.pdf
2022,national-july,H,小车跟随行驶系统,control-robotics,motor-drive;mechanical-system,nuedc-topic,2022/7月/H_小车跟随行驶系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/H_%E5%B0%8F%E8%BD%A6%E8%B7%9F%E9%9A%8F%E8%A1%8C%E9%A9%B6%E7%B3%BB%E7%BB%9F.pdf
2022,national-july,I,声源定位跟踪系统,control-robotics;communications-network;sensing-vision-ai,audio-chain,nuedc-topic,2022/7月/I_声源定位跟踪系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/7%E6%9C%88/I_%E5%A3%B0%E6%BA%90%E5%AE%9A%E4%BD%8D%E8%B7%9F%E8%B8%AA%E7%B3%BB%E7%BB%9F.pdf
2022,national-october,A,无线充电可循迹电动小车,power-electronics;control-robotics;communications-network,power-stage;motor-drive;rf-front-end;mechanical-system,nuedc-topic,2022/10月/A题-无线充电可循迹电动小车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/10%E6%9C%88/A%E9%A2%98-%E6%97%A0%E7%BA%BF%E5%85%85%E7%94%B5%E5%8F%AF%E5%BE%AA%E8%BF%B9%E7%94%B5%E5%8A%A8%E5%B0%8F%E8%BD%A6.pdf
2022,national-october,B,具有自动泊车功能的电动车,control-robotics,general-embedded,nuedc-topic,2022/10月/B题-具有自动泊车功能的电动车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/10%E6%9C%88/B%E9%A2%98-%E5%85%B7%E6%9C%89%E8%87%AA%E5%8A%A8%E6%B3%8A%E8%BD%A6%E5%8A%9F%E8%83%BD%E7%9A%84%E7%94%B5%E5%8A%A8%E8%BD%A6.pdf
2022,national-october,C,有源二分频音频放大电路,analog-rf,audio-chain,nuedc-topic,2022/10月/C题-有源二分频音频放大电路.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/10%E6%9C%88/C%E9%A2%98-%E6%9C%89%E6%BA%90%E4%BA%8C%E5%88%86%E9%A2%91%E9%9F%B3%E9%A2%91%E6%94%BE%E5%A4%A7%E7%94%B5%E8%B7%AF.pdf
2022,national-october,D,盲盒识别装置,sensing-vision-ai,vision-compute,nuedc-topic,2022/10月/D题-盲盒识别装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/10%E6%9C%88/D%E9%A2%98-%E7%9B%B2%E7%9B%92%E8%AF%86%E5%88%AB%E8%A3%85%E7%BD%AE.pdf
2022,national-october,E,基于CC3200的无线监视系统,communications-network,rf-front-end,nuedc-topic,2022/10月/E题-基于CC3200的无线监视系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2022/10%E6%9C%88/E%E9%A2%98-%E5%9F%BA%E4%BA%8ECC3200%E7%9A%84%E6%97%A0%E7%BA%BF%E7%9B%91%E8%A7%86%E7%B3%BB%E7%BB%9F.pdf
2023,national,A,单相逆变器并联运行系统,power-electronics,power-stage,nuedc-topic,2023/A_单相逆变器并联运行系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/A_%E5%8D%95%E7%9B%B8%E9%80%86%E5%8F%98%E5%99%A8%E5%B9%B6%E8%81%94%E8%BF%90%E8%A1%8C%E7%B3%BB%E7%BB%9F.pdf
2023,national,B,同轴电缆长度与终端负载检测装置,power-electronics;instrumentation;communications-network,power-stage,nuedc-topic,2023/B_同轴电缆长度与终端负载检测装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/B_%E5%90%8C%E8%BD%B4%E7%94%B5%E7%BC%86%E9%95%BF%E5%BA%A6%E4%B8%8E%E7%BB%88%E7%AB%AF%E8%B4%9F%E8%BD%BD%E6%A3%80%E6%B5%8B%E8%A3%85%E7%BD%AE.pdf
2023,national,C,电感电容测量装置,instrumentation,precision-analog,nuedc-topic,2023/C_电感电容测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/C_%E7%94%B5%E6%84%9F%E7%94%B5%E5%AE%B9%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2023,national,D,信号调制方式识别与参数估计装置,analog-rf;instrumentation;sensing-vision-ai,high-speed-sampling;vision-compute,nuedc-topic,2023/D_信号调制方式识别与参数估计装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/D_%E4%BF%A1%E5%8F%B7%E8%B0%83%E5%88%B6%E6%96%B9%E5%BC%8F%E8%AF%86%E5%88%AB%E4%B8%8E%E5%8F%82%E6%95%B0%E4%BC%B0%E8%AE%A1%E8%A3%85%E7%BD%AE.pdf
2023,national,E,运动目标控制与自动追踪系统,control-robotics,general-embedded,nuedc-topic,2023/E_运动目标控制与自动追踪系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/E_%E8%BF%90%E5%8A%A8%E7%9B%AE%E6%A0%87%E6%8E%A7%E5%88%B6%E4%B8%8E%E8%87%AA%E5%8A%A8%E8%BF%BD%E8%B8%AA%E7%B3%BB%E7%BB%9F.pdf
2023,national,F,基于声传播的智能定位系统,communications-network,general-embedded,nuedc-topic,2023/F_基于声传播的智能定位系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/F_%E5%9F%BA%E4%BA%8E%E5%A3%B0%E4%BC%A0%E6%92%AD%E7%9A%84%E6%99%BA%E8%83%BD%E5%AE%9A%E4%BD%8D%E7%B3%BB%E7%BB%9F.pdf
2023,national,G,空地协同智能消防系统,biomedical-environmental,general-embedded,nuedc-topic,2023/G_空地协同智能消防系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/G_%E7%A9%BA%E5%9C%B0%E5%8D%8F%E5%90%8C%E6%99%BA%E8%83%BD%E6%B6%88%E9%98%B2%E7%B3%BB%E7%BB%9F.pdf
2023,national,H,信号分离装置,integrated-system,general-embedded,nuedc-topic,2023/H_信号分离装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/H_%E4%BF%A1%E5%8F%B7%E5%88%86%E7%A6%BB%E8%A3%85%E7%BD%AE.pdf
2023,national,I,气垫悬浮车,control-robotics,motor-drive;mechanical-system,nuedc-topic,2023/I_气垫悬浮车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/I_%E6%B0%94%E5%9E%AB%E6%82%AC%E6%B5%AE%E8%BD%A6.pdf
2023,national,J,线路故障自动检测系统,instrumentation,general-embedded,nuedc-topic,2023/J_线路故障自动检测系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/J_%E7%BA%BF%E8%B7%AF%E6%95%85%E9%9A%9C%E8%87%AA%E5%8A%A8%E6%A3%80%E6%B5%8B%E7%B3%BB%E7%BB%9F.pdf
2023,national,K,辨音识键奏乐系统,sensing-vision-ai,audio-chain,nuedc-topic,2023/K_辨音识键奏乐系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2023/K_%E8%BE%A8%E9%9F%B3%E8%AF%86%E9%94%AE%E5%A5%8F%E4%B9%90%E7%B3%BB%E7%BB%9F.pdf
2024,national,A,AC-AC变换电路并联运行,power-electronics,power-stage,nuedc-topic,2024/A题_AC-AC变换电路并联运行.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/A%E9%A2%98_AC-AC%E5%8F%98%E6%8D%A2%E7%94%B5%E8%B7%AF%E5%B9%B6%E8%81%94%E8%BF%90%E8%A1%8C.pdf
2024,national,B,单相功率分析仪,power-electronics;instrumentation,general-embedded,nuedc-topic,2024/B题_单相功率分析仪.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/B%E9%A2%98_%E5%8D%95%E7%9B%B8%E5%8A%9F%E7%8E%87%E5%88%86%E6%9E%90%E4%BB%AA.pdf
2024,national,C,无线传输信号模拟系统,communications-network,rf-front-end,nuedc-topic,2024/C题_无线传输信号模拟系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/C%E9%A2%98_%E6%97%A0%E7%BA%BF%E4%BC%A0%E8%BE%93%E4%BF%A1%E5%8F%B7%E6%A8%A1%E6%8B%9F%E7%B3%BB%E7%BB%9F.pdf
